18,9,18,12,7,8,3,4,3,9,11,18,2,12,8,18,2,12,11.045361017187261,False,True,False,False,True,False,True,False,0,3,0,176,176,1,0,0,True,False,False,17.915,LEFT
8,9,11,9,7,8,1,4,3,9,11,8,12,9,11,11,9,2,1.4142135623730951,False,False,False,True,True,False,True,False,3,0,0,186,186,1,0,0,True,False,False,18.908,UP
8,5,8,8,7,8,3,4,3,5,15,8,12,8,12,8,12,4,3.1622776601683795,False,True,False,False,False,True,True,False,0,3,0,190,190,1,0,0,True,False,False,19.315,LEFT
5,5,8,5,7,8,2,4,3,5,15,5,15,5,15,8,12,5,3.605551275463989,False,False,False,True,False,True,False,True,3,0,0,193,193,1,0,0,True,False,False,19.619,DOWN
5,7,6,5,7,8,4,4,3,7,13,5,15,5,15,6,14,3,2.23606797749979,True,False,False,False,False,True,False,True,0,2,1,195,195,1,0,0,True,False,False,19.843,RIGHT
10,7,7,7,7,8,2,4,3,7,13,10,10,7,13,7,13,4,3.1622776601683795,False,False,True,False,False,True,True,False,3,0,0,200,200,1,0,0,True,False,False,20.338,DOWN
10,9,9,7,7,8,3,4,3,9,11,10,10,7,13,9,11,4,3.1622776601683795,True,False,False,False,True,False,True,False,0,2,1,202,202,1,0,0,True,False,False,20.539,LEFT
7,9,10,9,7,8,1,4,3,9,11,7,13,9,11,10,10,1,1,False,False,False,True,True,False,False,False,3,0,0,205,205,1,0,0,True,False,False,20.875,UP
7,1,7,5,14,2,4,5,4,1,19,7,13,5,15,7,13,8,7.0710678118654755,False,True,False,False,False,True,False,True,0,4,0,212,212,1,0,0,True,False,False,21.707,RIGHT
13,1,9,1,14,2,2,5,4,1,19,13,7,1,19,9,11,2,1.4142135623730951,False,False,True,False,False,True,False,True,4,0,0,218,218,1,0,0,True,False,False,22.267,DOWN
13,6,13,2,14,2,4,5,4,6,14,13,7,2,18,13,7,5,4.123105625617661,True,False,False,False,True,False,False,True,0,4,0,223,223,1,0,0,True,False,False,22.763,RIGHT
16,6,13,5,14,2,1,5,4,6,14,16,4,5,15,13,7,6,4.47213595499958,False,False,True,False,True,False,True,False,3,0,1,226,226,1,0,0,True,False,False,23.035,UP
16,3,15,6,14,2,3,5,4,3,17,16,4,6,14,15,5,3,2.23606797749979,False,True,False,False,True,False,True,False,0,3,1,229,229,1,0,0,True,False,False,23.339,LEFT
12,3,16,3,14,2,1,5,4,3,17,12,8,3,17,16,4,3,2.23606797749979,False,False,False,True,True,False,False,True,4,0,0,233,233,1,0,0,True,False,False,23.755,UP
12,1,14,3,14,2,4,5,4,1,19,12,8,3,17,14,6,3,2.23606797749979,False,True,False,False,False,True,False,True,0,2,1,235,235,1,0,0,True,False,False,23.915,RIGHT
14,1,12,3,14,2,2,5,4,1,19,14,6,3,17,12,8,1,1,False,False,True,False,False,True,False,False,2,0,1,237,237,1,0,0,True,False,False,24.155,DOWN
14,18,14,13,9,19,3,6,5,18,2,14,6,13,7,14,6,6,5.0990195135927845,True,False,False,False,False,True,True,False,0,5,0,253,253,1,0,0,True,False,False,25.867,LEFT
8,18,13,18,9,19,2,6,5,18,2,8,12,18,2,13,7,2,1.4142135623730951,False,False,False,True,False,True,False,True,5,0,0,259,259,1,0,0,True,False,False,26.435,DOWN
8,19,12,18,9,19,4,6,5,19,1,8,12,18,2,12,8,1,1,True,False,False,False,False,False,False,True,0,1,1,260,260,1,0,0,True,False,False,26.547,RIGHT
13,19,8,18,4,15,1,7,6,19,1,13,7,18,2,8,12,13,9.848857801796104,False,False,True,False,True,False,True,False,5,0,1,264,264,1,0,0,True,False,False,27.076,UP
13,14,12,19,4,15,3,7,6,14,6,13,7,19,1,12,8,10,9.055385138137417,False,True,False,False,False,True,True,False,0,5,1,269,269,1,0,0,True,False,False,27.515,LEFT
5,14,11,14,4,15,2,7,6,14,6,5,15,14,6,11,9,2,1.4142135623730951,False,False,False,True,False,True,True,False,6,0,0,277,277,1,0,0,True,False,False,28.348,DOWN
5,0,5,14,4,15,4,7,6,0,20,5,15,14,6,5,15,16,15.033296378372908,True,False,False,False,False,True,True,False,0,6,0,283,283,14,0,0,True,False,False,28.931,RIGHT
11,0,5,0,4,15,2,7,6,0,20,11,9,0,20,5,15,22,16.55294535724685,False,False,True,False,False,True,True,False,6,0,0,289,289,1,0,0,True,False,False,29.611,DOWN
11,14,11,8,4,15,3,7,6,14,6,11,9,8,12,11,9,8,7.0710678118654755,True,False,False,False,False,True,True,False,0,6,0,303,303,1,0,0,True,False,False,30.98,LEFT
5,14,11,14,4,15,2,7,6,14,6,5,15,14,6,11,9,2,1.4142135623730951,False,False,False,True,False,True,True,False,6,0,0,309,309,1,0,0,True,False,False,31.611,DOWN
5,16,9,14,4,15,4,7,6,16,4,5,15,14,6,9,11,2,1.4142135623730951,True,False,False,False,True,False,True,False,0,2,1,311,311,1,0,0,True,False,False,31.779,RIGHT
11,16,5,16,4,15,1,7,6,16,4,11,9,16,4,5,15,8,7.0710678118654755,False,False,True,False,True,False,True,False,6,0,0,317,317,1,0,0,True,False,False,32.332,UP
11,12,9,16,4,15,3,7,6,12,8,11,9,16,4,9,11,10,7.615773105863909,False,True,False,False,False,True,True,False,0,4,1,321,321,1,0,0,True,False,False,32.779,LEFT
5,12,11,12,4,15,2,7,6,12,8,5,15,12,8,11,9,4,3.1622776601683795,False,False,False,True,False,True,True,False,6,0,0,327,327,1,0,0,True,False,False,33.379,DOWN
5,16,7,12,4,15,3,7,6,16,4,5,15,12,8,7,13,2,1.4142135623730951,True,False,False,False,True,False,True,False,0,4,1,331,331,1,0,0,True,False,False,33.779,LEFT
2,16,5,13,4,15,1,7,6,16,4,2,18,13,7,5,15,3,2.23606797749979,False,False,False,True,True,False,False,True,3,0,1,334,334,1,0,0,True,False,False,34.075,UP
2,13,5,16,4,15,4,7,6,13,7,2,18,16,4,5,15,4,2.8284271247461903,False,True,False,False,False,True,False,True,0,3,1,337,337,1,0,0,True,False,False,34.379,RIGHT
4,13,3,16,4,15,2,7,6,13,7,4,16,16,4,3,17,2,2,False,False,True,False,False,True,False,False,2,0,2,339,339,1,0,0,True,False,False,34.595,DOWN
4,18,2,13,8,2,4,8,7,18,2,4,16,13,7,2,18,20,16.492422502470642,True,False,False,False,True,False,False,True,0,5,1,343,343,1,0,0,True,False,False,35.067,RIGHT
9,18,4,16,8,2,1,8,7,18,2,9,11,16,4,4,16,17,16.0312195418814,False,False,True,False,True,False,True,False,5,0,1,348,348,1,0,0,True,False,False,35.523,UP
9,3,9,10,8,2,3,8,7,3,17,9,11,10,10,9,11,2,1.4142135623730951,False,True,False,False,True,False,True,False,0,7,0,363,363,1,0,0,True,False,False,37.043,LEFT
5,3,9,6,8,2,1,8,7,3,17,5,15,6,14,9,11,4,3.1622776601683795,False,False,False,True,True,False,False,True,4,0,1,367,367,1,0,0,True,False,False,37.435,UP
5,1,9,4,8,2,4,8,7,1,19,5,15,4,16,9,11,4,3.1622776601683795,False,True,False,False,False,True,False,True,0,2,2,369,369,1,0,0,True,False,False,37.603,RIGHT
6,1,9,3,8,2,2,8,7,1,19,6,14,3,17,9,11,3,2.23606797749979,False,False,True,False,False,True,False,True,1,1,2,370,370,1,0,0,True,False,False,37.763,DOWN
1,10,1,10,19,6,1,1,0,10,10,1,19,10,10,1,19,22,18.439088914585774,False,False,False,False,True,False,False,True,0,0,0,371,371,None,0,0,True,False,False,38.951,UP
1,5,1,5,19,6,4,1,0,5,15,1,19,5,15,1,19,19,18.027756377319946,False,False,False,False,False,True,False,True,0,0,0,376,376,None,0,0,True,False,False,39.43,RIGHT
15,5,15,5,19,6,2,1,0,5,15,15,5,5,15,15,5,5,4.123105625617661,False,False,False,False,False,True,False,True,0,0,0,390,390,None,0,0,True,False,False,40.886,DOWN
15,9,15,9,19,6,4,1,0,9,11,15,5,9,11,15,5,7,5,False,False,False,False,True,False,False,True,0,0,0,394,394,None,0,0,True,False,False,41.27,RIGHT
19,9,19,9,19,6,1,1,0,9,11,19,1,9,11,19,1,3,3,False,False,False,False,True,False,False,False,0,0,0,398,398,None,0,0,True,False,False,41.678,UP
19,13,19,14,12,12,3,2,1,13,7,19,1,14,6,19,1,8,7.0710678118654755,False,True,False,False,True,False,True,False,0,1,0,413,413,1,0,0,True,False,False,43.262,LEFT
12,13,13,13,12,12,1,2,1,13,7,12,8,13,7,13,7,1,1,False,False,False,True,True,False,False,False,1,0,0,420,420,1,0,0,True,False,False,43.974,UP
12,5,12,7,15,5,4,3,2,5,15,12,8,7,13,12,8,3,3,False,True,False,False,False,False,False,True,0,2,0,427,427,1,0,0,True,False,False,44.782,RIGHT
16,5,13,5,11,13,2,4,3,5,15,16,4,5,15,13,7,13,9.433981132056603,False,False,True,False,False,True,True,False,3,0,0,430,430,1,0,0,True,False,False,45.135,DOWN
16,14,16,11,11,13,3,4,3,14,6,16,4,11,9,16,4,6,5.0990195135927845,True,False,False,False,True,False,True,False,0,3,0,439,439,1,0,0,True,False,False,46.078,LEFT
9,14,12,14,11,13,1,4,3,14,6,9,11,14,6,12,8,3,2.23606797749979,False,False,False,True,True,False,False,True,3,0,0,446,446,1,0,0,True,False,False,46.736,UP
9,10,9,13,11,13,4,4,3,10,10,9,11,13,7,9,11,5,3.605551275463989,False,True,False,False,False,True,False,True,0,3,0,450,450,1,0,0,True,False,False,47.166,RIGHT
11,10,9,11,11,13,2,4,3,10,10,11,9,11,9,9,11,3,3,False,False,True,False,False,True,False,False,2,0,1,452,452,1,0,0,True,False,False,47.366,DOWN
11,13,11,9,16,4,4,5,4,13,7,11,9,9,11,11,9,14,10.295630140987,True,False,False,False,True,False,False,True,0,4,0,554,554,1,0,0,True,False,False,57.716,RIGHT
13,13,11,11,16,4,1,5,4,13,7,13,7,11,9,11,9,12,9.486832980505138,False,False,True,False,True,False,False,True,2,0,1,556,556,1,0,0,True,False,False,57.907,UP
13,4,13,8,16,4,4,5,4,4,16,13,7,8,12,13,7,3,3,False,True,False,False,False,False,False,True,0,4,0,565,565,1,0,0,True,False,False,58.732,RIGHT
0,4,15,4,13,15,2,6,5,4,16,0,20,4,16,15,5,24,17.029386365926403,False,False,True,False,False,True,False,True,5,0,0,571,571,15,0,0,True,False,False,59.444,DOWN
0,9,0,4,13,15,4,6,5,9,11,0,20,4,16,0,20,19,14.317821063276353,True,False,False,False,False,True,False,True,0,5,0,576,576,1,0,0,True,False,False,59.996,RIGHT
5,9,0,9,13,15,2,6,5,9,11,5,15,9,11,0,20,14,10,False,False,True,False,False,True,False,True,5,0,0,581,581,1,0,0,True,False,False,60.492,DOWN
5,16,5,11,13,15,4,6,5,16,4,5,15,11,9,5,15,9,8.06225774829855,True,False,False,False,True,False,False,True,0,5,0,588,588,1,0,0,True,False,False,61.132,RIGHT
12,16,7,16,13,15,1,6,5,16,4,12,8,16,4,7,13,2,1.4142135623730951,False,False,True,False,True,False,False,True,5,0,0,595,595,1,0,0,True,False,False,61.86,UP
12,10,12,15,13,15,4,6,5,10,10,12,8,15,5,12,8,6,5.0990195135927845,False,True,False,False,False,True,False,True,0,5,0,601,601,1,0,0,True,False,False,62.483,RIGHT
15,10,12,12,13,15,2,6,5,10,10,15,5,12,8,12,8,7,5.385164807134504,False,False,True,False,False,True,True,False,3,0,1,604,604,1,0,0,True,False,False,62.778,DOWN
15,15,15,10,13,15,3,6,5,15,5,15,5,10,10,15,5,2,2,True,False,False,False,False,False,True,False,0,5,0,609,609,1,0,0,True,False,False,63.244,LEFT
10,15,15,14,9,9,1,7,6,15,5,10,10,14,6,15,5,7,6.082762530298219,False,False,False,True,True,False,True,False,5,0,1,613,613,1,0,0,True,False,False,63.74,UP
10,9,10,15,9,9,3,7,6,9,11,10,10,15,5,10,10,1,1,False,True,False,False,False,False,True,False,0,6,0,619,619,1,0,0,True,False,False,64.356,LEFT
4,9,10,10,11,7,1,8,7,9,11,4,16,10,10,10,10,9,7.280109889280518,False,False,False,True,True,False,False,True,6,0,1,624,624,1,0,0,True,False,False,64.963,UP
4,7,9,9,11,7,4,8,7,7,13,4,16,9,11,9,11,7,7,False,True,False,False,False,False,False,True,0,2,1,626,626,1,0,0,True,False,False,65.165,RIGHT
11,7,4,8,3,4,2,9,8,7,13,11,9,8,12,4,16,11,8.54400374531753,False,False,True,False,True,False,True,False,7,0,1,632,632,1,0,0,True,False,False,65.852,DOWN
11,11,7,7,3,4,4,9,8,11,9,11,9,7,13,7,13,15,10.63014581273465,True,False,False,False,True,False,True,False,0,4,1,636,636,1,0,0,True,False,False,66.228,RIGHT
15,11,11,7,3,4,1,9,8,11,9,15,5,7,13,11,9,19,13.892443989449804,False,False,True,False,True,False,True,False,4,0,1,640,640,1,0,0,True,False,False,66.692,UP
15,7,11,11,3,4,3,9,8,7,13,15,5,11,9,11,9,15,12.36931687685298,False,True,False,False,True,False,True,False,0,4,1,644,644,1,0,0,True,False,False,67.052,LEFT
4,7,12,7,3,4,1,9,8,7,13,4,16,7,13,12,8,4,3.1622776601683795,False,False,False,True,True,False,True,False,8,0,0,655,655,1,0,0,True,False,False,68.164,UP
4,3,8,7,3,4,3,9,8,3,17,4,16,7,13,8,12,2,1.4142135623730951,False,True,False,False,False,True,True,False,0,4,1,659,659,1,0,0,True,False,False,68.58,LEFT
1,3,5,7,3,4,2,9,8,3,17,1,19,7,13,5,15,3,2.23606797749979,False,False,False,True,False,True,False,True,3,0,2,662,662,1,0,0,True,False,False,68.884,DOWN
1,7,4,4,3,4,4,9,8,7,13,1,19,4,16,4,16,5,3.605551275463989,True,False,False,False,True,False,False,True,0,4,2,666,666,1,0,0,True,False,False,69.316,RIGHT
4,7,2,3,3,4,1,9,8,7,13,4,16,3,17,2,18,4,3.1622776601683795,False,False,True,False,True,False,True,False,3,0,2,669,669,1,0,0,True,False,False,69.564,UP
4,4,1,5,3,4,3,9,8,4,16,4,16,5,15,1,19,1,1,False,True,False,False,False,False,True,False,0,3,2,672,672,1,0,0,True,False,False,69.859,LEFT
12,4,1,4,0,5,2,10,9,4,16,12,8,4,16,1,19,13,12.041594578792296,False,False,False,True,False,True,True,False,9,0,0,683,683,1,0,0,True,False,False,71.02,DOWN
12,6,19,4,0,5,3,10,9,6,14,12,8,4,16,19,1,13,12.041594578792296,True,False,False,False,True,False,True,False,0,2,1,685,685,1,0,0,True,False,False,71.236,LEFT
1,6,10,6,0,5,1,10,9,6,14,1,19,6,14,10,10,2,1.4142135623730951,False,False,False,True,True,False,True,False,9,0,0,696,696,1,0,0,True,False,False,72.381,UP
1,12,1,1,0,5,3,10,9,12,8,1,19,1,19,1,19,8,7.0710678118654755,False,True,False,False,True,False,True,False,0,9,0,710,710,1,0,0,True,False,False,73.746,LEFT
0,12,1,0,0,5,1,10,9,12,8,0,20,0,20,1,19,7,7,False,False,False,True,True,False,False,False,1,0,1,711,711,1,0,0,True,False,False,73.916,UP
0,10,1,18,0,5,4,10,9,10,10,0,20,18,2,1,19,5,5,False,True,False,False,True,False,False,False,0,2,2,713,713,1,0,0,True,False,False,74.108,RIGHT
5,10,1,13,0,5,1,10,9,10,10,5,15,13,7,1,19,10,7.0710678118654755,False,False,True,False,True,False,True,False,5,0,3,718,718,1,0,0,True,False,False,74.548,UP
5,4,2,10,0,5,3,10,9,4,16,5,15,10,10,2,18,6,5.0990195135927845,False,True,False,False,False,True,True,False,0,6,1,724,724,1,0,0,True,False,False,75.156,LEFT
0,4,5,8,0,5,2,10,9,4,16,0,20,8,12,5,15,1,1,False,False,False,True,False,True,False,False,5,0,1,729,729,1,0,0,True,False,False,75.636,DOWN
0,12,2,4,15,15,4,11,10,12,8,0,20,4,16,2,18,18,15.297058540778355,True,False,False,False,False,True,False,True,0,8,1,736,736,1,0,0,True,False,False,76.436,RIGHT
13,10,13,10,1,12,2,1,0,10,10,13,7,10,10,13,7,14,12.165525060596439,False,False,False,False,False,True,True,False,0,0,0,63,63,None,0,0,True,False,False,6.368,DOWN
13,12,13,12,1,12,3,1,0,12,8,13,7,12,8,13,7,12,12,False,False,False,False,False,False,True,False,0,0,0,65,65,None,0,0,True,False,False,6.59,LEFT
2,12,2,12,1,12,1,1,0,12,8,2,18,12,8,2,18,1,1,False,False,False,False,False,False,True,False,0,0,0,76,76,None,0,0,True,False,False,7.686,UP
2,5,2,5,1,12,4,1,0,5,15,2,18,5,15,2,18,8,7.0710678118654755,False,False,False,False,False,True,True,False,0,0,0,83,83,None,0,0,True,False,False,8.391,RIGHT
8,5,8,5,1,12,1,1,0,5,15,8,12,5,15,8,12,14,9.899494936611665,False,False,False,False,False,True,True,False,0,0,0,89,89,None,0,0,True,False,False,8.927,UP
8,0,8,0,1,12,3,1,0,0,20,8,12,0,20,8,12,19,13.892443989449804,False,False,False,False,False,True,True,False,0,0,0,94,94,None,0,0,True,False,False,9.47,LEFT
1,0,1,0,1,12,2,1,0,0,20,1,19,0,20,1,19,12,12,False,False,False,False,False,True,False,False,0,0,0,101,101,None,0,0,True,False,False,10.118,DOWN
1,12,1,11,16,9,4,2,1,12,8,1,19,11,9,1,19,18,15.297058540778355,True,False,False,False,True,False,False,True,0,1,0,112,112,1,0,0,True,False,False,11.342,RIGHT
13,12,12,12,16,9,1,2,1,12,8,13,7,12,8,12,8,6,4.242640687119285,False,False,True,False,True,False,False,True,1,0,0,124,124,1,0,0,True,False,False,12.559,UP
13,7,13,8,16,9,4,2,1,7,13,13,7,8,12,13,7,5,3.605551275463989,False,True,False,False,False,True,False,True,0,1,0,129,129,1,0,0,True,False,False,13.071,RIGHT
17,7,16,7,16,9,2,2,1,7,13,17,3,7,13,16,4,3,2.23606797749979,False,False,True,False,False,True,True,False,1,0,0,133,133,1,0,0,True,False,False,13.423,DOWN
17,11,17,10,16,9,3,2,1,11,9,17,3,10,10,17,3,3,2.23606797749979,True,False,False,False,True,False,True,False,0,1,0,137,137,1,0,0,True,False,False,13.864,LEFT
13,11,14,11,16,9,1,2,1,11,9,13,7,11,9,14,6,5,3.605551275463989,False,False,False,True,True,False,False,True,1,0,0,141,141,1,0,0,True,False,False,14.231,UP
13,8,13,9,16,9,1,2,1,8,12,13,7,9,11,13,7,4,3.1622776601683795,False,True,False,False,False,True,False,True,0,1,0,144,144,1,0,0,True,False,False,14.59,UP
13,6,13,7,16,9,4,2,1,6,14,13,7,7,13,13,7,6,4.242640687119285,False,True,False,False,False,True,False,True,0,1,0,146,146,1,0,0,True,False,False,14.751,RIGHT
17,6,16,6,16,9,2,2,1,6,14,17,3,6,14,16,4,4,3.1622776601683795,False,False,True,False,False,True,True,False,1,0,0,150,150,1,0,0,True,False,False,15.175,DOWN
17,10,17,9,16,9,3,2,1,10,10,17,3,9,11,17,3,2,1.4142135623730951,True,False,False,False,True,False,True,False,0,1,0,154,154,1,0,0,True,False,False,15.542,LEFT
12,10,13,10,16,9,1,2,1,10,10,12,8,10,10,13,7,5,4.123105625617661,False,False,False,True,True,False,False,True,1,0,0,159,159,1,0,0,True,False,False,16.047,UP
12,6,12,7,16,9,4,2,1,6,14,12,8,7,13,12,8,7,5,False,True,False,False,False,True,False,True,0,1,0,163,163,1,0,0,True,False,False,16.406,RIGHT
16,6,15,6,16,9,2,2,1,6,14,16,4,6,14,15,5,3,3,False,False,True,False,False,True,False,False,1,0,0,167,167,1,0,0,True,False,False,16.871,DOWN
16,12,16,10,1,19,3,3,2,12,8,16,4,10,10,16,4,22,16.55294535724685,True,False,False,False,False,True,True,False,0,2,0,172,172,1,0,0,True,False,False,17.415,LEFT
10,12,12,12,1,19,2,3,2,12,8,10,10,12,8,12,8,16,11.40175425099138,False,False,False,True,False,True,True,False,2,0,0,178,178,1,0,0,True,False,False,18.078,DOWN
10,18,10,16,1,19,3,3,2,18,2,10,10,16,4,10,10,10,9.055385138137417,True,False,False,False,False,True,True,False,0,2,0,184,184,1,0,0,True,False,False,18.615,LEFT
0,18,2,18,1,19,2,3,2,18,2,0,20,18,2,2,18,2,1.4142135623730951,False,False,False,True,False,True,False,True,2,0,0,194,194,1,0,0,True,False,False,19.63,DOWN
0,19,1,18,1,19,4,3,2,19,1,0,20,18,2,1,19,1,1,True,False,False,False,False,False,False,True,0,1,1,195,195,1,0,0,True,False,False,19.767,RIGHT
19,10,19,10,11,5,1,1,0,10,10,19,1,10,10,19,1,13,9.433981132056603,False,False,False,False,True,False,True,False,0,0,0,9,9,None,0,0,True,False,False,0.926,UP
19,4,19,4,11,5,3,1,0,4,16,19,1,4,16,19,1,9,8.06225774829855,False,False,False,False,False,True,True,False,0,0,0,15,15,None,0,0,True,False,False,1.597,LEFT
11,4,11,4,11,5,2,1,0,4,16,11,9,4,16,11,9,1,1,False,False,False,False,False,True,False,False,0,0,0,23,23,None,0,0,True,False,False,2.394,DOWN
11,12,11,11,18,9,4,2,1,12,8,11,9,11,9,11,9,10,7.615773105863909,True,False,False,False,True,False,False,True,0,1,0,30,30,1,0,0,True,False,False,3.161,RIGHT
18,12,17,12,18,9,1,2,1,12,8,18,2,12,8,17,3,3,3,False,False,True,False,True,False,False,False,1,0,0,37,37,1,0,0,True,False,False,3.864,UP
18,5,18,7,14,18,3,3,2,5,15,18,2,7,13,18,2,17,13.601470508735444,False,True,False,False,False,True,True,False,0,2,0,43,43,1,0,0,True,False,False,4.557,LEFT
14,5,16,5,14,18,2,3,2,5,15,14,6,5,15,16,4,13,13,False,False,False,True,False,True,False,False,2,0,0,47,47,1,0,0,True,False,False,4.978,DOWN
6,19,3,19,9,3,1,4,3,19,1,6,14,19,1,3,17,19,16.278820596099706,False,False,True,False,True,False,False,True,3,0,0,200,200,1,0,0,True,False,False,20.336,UP
6,3,6,6,9,3,4,4,3,3,17,6,14,6,14,6,14,3,3,False,True,False,False,False,False,False,True,0,3,0,216,216,1,0,0,True,False,False,21.951,RIGHT
14,3,10,3,9,10,2,5,4,3,17,14,6,3,17,10,10,12,8.602325267042627,False,False,True,False,False,True,True,False,4,0,0,223,223,1,0,0,True,False,False,22.719,DOWN
14,9,14,5,9,10,3,5,4,9,11,14,6,5,15,14,6,6,5.0990195135927845,True,False,False,False,False,True,True,False,0,4,0,229,229,1,0,0,True,False,False,23.326,LEFT
9,9,13,9,9,10,2,5,4,9,11,9,11,9,11,13,7,1,1,False,False,False,True,False,True,False,False,4,0,0,234,234,1,0,0,True,False,False,23.894,DOWN
9,14,9,9,1,14,4,6,5,14,6,9,11,9,11,9,11,8,8,True,False,False,False,False,False,True,False,0,5,0,238,238,1,0,0,True,False,False,24.343,RIGHT
14,18,14,15,10,1,3,4,3,18,2,14,6,15,5,14,6,21,17.46424919657298,True,False,False,False,True,False,True,False,0,3,0,59,59,1,0,0,True,False,False,6.313,LEFT
8,18,11,18,10,1,1,4,3,18,2,8,12,18,2,11,9,19,17.11724276862369,False,False,False,True,True,False,False,True,3,0,0,65,65,1,0,0,True,False,False,6.854,UP
8,0,8,3,10,1,1,4,3,0,20,8,12,3,17,8,12,3,2.23606797749979,False,True,False,False,False,True,False,True,0,3,0,83,83,1,0,0,True,False,False,8.683,UP
16,14,11,14,1,14,1,6,5,14,6,16,4,14,6,11,9,15,15,False,False,True,False,False,False,True,False,5,0,0,245,245,1,0,0,True,False,False,25.038,UP
